189.549743652344	5473000	5550000	-9820000
189.890345758874	-541000	1627000	-1317000
190.230939054872	1144000	733800	1139000
190.571523536868	965100	900900	1024000
190.912099201391	1562000	1194000	1151000
191.25266604497	436000	291400	472100
191.593224064133	493000	-359100	547800
191.933773255412	-232000	-1525000	760600
192.274313615334	-1392000	-2783000	-414000
192.614845140429	-846700	-1564000	-846700
192.955367827226	-547700	-1453000	-1147000
193.295881672254	-606700	-1815000	-907700
193.636386672043	-6642000	-2581000	3980000
193.976882823123	2164000	-849500	369400
194.317370122021	513500	-789000	936100
194.657848565268	340300	-125200	253200
194.998318149392	6454000	25390000	-5185000
195.338778870924	-496200	-2384000	-814400
195.679230726391	1462000	0	-401300
196.019673712324	5033000	-8822000	-3674000
196.360107825252	2500000	3233000	2800000
196.700533061703	2857000	2791000	2717000
197.040949418208	3704000	3915000	3924000
197.381356891295	-15770000	14770000	27680000
197.721755477494	-3883000	4113000	6131000
198.062145173333	-160100	19640000	18250000
198.402525975343	-24890000	-21370000	-5714000
198.742897880052	8600000	5423000	-2826000
199.08326088399	7338000	3986000	-2296000
199.423614983685	-162300000	-20880000	6391000
199.763960175668	4499000	3327000	-3767000
200.104296456467	-3668000	-527600	4999000
200.444623822612	32820000	-16690000	25220000
200.784942270631	-13430000	726000	-6633000
201.125251797055	86920000	22830000	67070000
201.465552398412	-4549000	-2073000	-6044000
201.805844071232	-2085000	-550100	-3104000
202.146126812043	-15260000	425200	-10460000
202.486400617376	9363000	7096000	7647000
202.826665483759	6044000	6922000	6564000
203.166921407721	4449000	5741000	8421000
203.507168385793	5915000	465600	-20730000
203.847406414502	4671000	-872100	-8601000
204.187635490379	6488000	-7318000	-18130000
204.527855609952	5507000	-5543000	-13040000
204.868066769751	9212000	-7193000	-10260000
205.208268966305	14270000	-21150000	-15890000
205.548462196144	-1705000	32990000	13640000
205.888646455796	1541000	10770000	2601000
206.228821741791	4861000	10650000	5105000
206.568988050658	21450000	19620000	13730000
206.909145378926	-21540000	-43680000	-36670000
207.249293723124	-1165000	-28300000	-44080000
207.589433079783	1157000	-15410000	-29980000
207.929563445431	5550000	-10490000	-13800000
208.269684816596	-5136000	31030000	18620000
208.60979718981	6183000	7626000	7422000
208.9499005616	9466000	9241000	10590000
209.289994928496	25810000	23230000	26410000
